Date,Close,Volume,DailyReturn
07/02/2025,132.12,59731970,-1.67
07/01/2025,130.68,91479690,-1.09
06/30/2025,136.32,97305600,4.32
06/27/2025,130.74,202598600,-4.09
06/26/2025,144.25,69440540,10.33
06/25/2025,142.90,61435270,-0.94
06/24/2025,143.23,58574190,0.23
06/23/2025,139.92,70501100,-2.31
06/20/2025,137.30,87067040,-1.87
06/18/2025,139.96,58260230,1.94
06/17/2025,138.20,70479100,-1.26
06/16/2025,141.41,80779770,2.32
06/13/2025,137.40,93519040,-2.84
06/12/2025,135.19,56248180,-1.61
06/11/2025,136.39,97366020,0.89
06/10/2025,132.81,69308930,-2.62
06/09/2025,132.06,74785580,-0.56
06/06/2025,127.72,87175140,-3.29
06/05/2025,119.91,132238700,-6.11
06/04/2025,130.01,97306310,8.42
06/03/2025,133.17,91297660,2.43
06/02/2025,132.04,93218740,-0.85
05/30/2025,131.78,185897600,-0.20
05/29/2025,122.32,63137900,-7.18
05/28/2025,123.76,64866000,1.18
05/27/2025,123.39,86455170,-0.30
05/23/2025,123.31,65905840,-0.06
05/22/2025,122.29,75498280,-0.83
05/21/2025,120.58,80657670,-1.40
05/20/2025,125.59,61265310,4.15
05/19/2025,126.33,72503920,0.59
05/16/2025,129.52,57003720,2.53
05/15/2025,128.12,69502970,-1.08
05/14/2025,130.18,96611470,1.61
05/13/2025,128.10,147155400,-1.60
05/12/2025,118.46,94257340,-7.53
05/09/2025,117.30,81005270,-0.98
05/08/2025,119.15,126966200,1.58
05/07/2025,110.48,95713680,-7.28
05/06/2025,108.86,201193400,-1.47
05/05/2025,123.77,135961300,13.70
05/02/2025,124.28,103094300,0.41
05/01/2025,116.20,90677570,-6.50
04/30/2025,118.44,109461700,1.93
04/29/2025,116.08,79709010,-1.99
04/28/2025,114.65,111082900,-1.23
04/25/2025,112.78,103933800,-1.63
04/24/2025,107.78,103190700,-4.43
04/23/2025,100.82,112909500,-6.46
04/22/2025,93.99,91185380,-6.77
04/21/2025,90.80,83831150,-3.39
04/17/2025,93.78,83991760,3.28
04/16/2025,92.71,121997600,-1.14
04/15/2025,98.40,118457700,6.14
04/14/2025,92.62,122836900,-5.87
04/11/2025,88.55,95130680,-4.39
04/10/2025,88.59,124448200,0.05
04/09/2025,92.01,187244300,3.86
04/08/2025,77.32,135345600,-15.97
04/07/2025,77.84,169083700,0.67
04/04/2025,74.01,147323200,-4.92
04/03/2025,83.60,93878190,12.96
04/02/2025,87.45,96563140,4.61
04/01/2025,84.68,78980660,-3.17
03/31/2025,84.40,108092900,-0.33
03/28/2025,85.85,91091710,1.72
03/27/2025,90.09,82823000,4.94
03/26/2025,92.28,82138340,2.43
03/25/2025,96.50,78015270,4.57
03/24/2025,96.75,112164700,0.26
03/21/2025,90.96,116748700,-5.98
03/20/2025,87.39,105547400,-3.92
03/19/2025,86.10,89797420,-1.48
03/18/2025,83.89,93236490,-2.57
03/17/2025,87.35,99348870,4.12
03/14/2025,86.24,113985000,-1.27
03/13/2025,79.62,100927200,-7.68
03/12/2025,83.65,116525100,5.06
03/11/2025,78.05,109351500,-6.69
03/10/2025,76.38,136843800,-2.14
03/07/2025,84.91,105377100,11.17
03/06/2025,80.46,117340600,-5.24
03/05/2025,90.13,116053000,12.02
03/04/2025,84.40,116800300,-6.36
03/03/2025,83.42,114573900,-1.16
02/28/2025,84.92,125977400,1.80
02/27/2025,84.77,99680480,-0.18
02/26/2025,89.31,94846190,5.36
02/25/2025,87.84,132626300,-1.65
02/24/2025,90.68,184485000,3.23
02/21/2025,101.35,129063200,11.77
02/20/2025,106.27,243093900,4.85
02/19/2025,112.06,147487300,5.45
02/18/2025,124.62,84227160,11.21
02/14/2025,119.16,65528860,-4.38
02/13/2025,117.91,60026970,-1.05
02/12/2025,117.39,75316880,-0.44
02/11/2025,112.62,94311710,-4.06
02/10/2025,116.65,99938070,3.58
02/07/2025,110.85,143795400,-4.97
02/06/2025,111.28,128217500,0.39
02/05/2025,101.36,90792350,-8.91
02/04/2025,103.83,230806800,2.44
02/03/2025,83.74,126592700,-19.35
01/31/2025,82.49,79000220,-1.49
01/30/2025,81.22,46067530,-1.54
01/29/2025,79.76,49262160,-1.80
01/28/2025,80.23,65916660,0.59
01/27/2025,75.44,76093330,-5.97
01/24/2025,78.98,77931910,4.69
01/23/2025,78.98,55937900,0.00
01/22/2025,76.87,66876370,-2.67
01/21/2025,73.07,56228970,-4.94
01/17/2025,71.77,54753980,-1.78
01/16/2025,69.24,62908660,-3.53
01/15/2025,68.14,56025750,-1.59
01/14/2025,65.91,56814900,-3.27
01/13/2025,64.98,69046330,-1.41
01/10/2025,67.26,78148640,3.51
01/08/2025,68.23,91349510,1.44
01/07/2025,69.99,91727350,2.58
01/06/2025,75.92,105619500,8.47
01/03/2025,79.89,62415010,5.23
01/02/2025,75.19,72217190,-5.88
12/31/2024,75.63,56267940,0.59
12/30/2024,77.18,60850860,2.05
12/27/2024,79.08,66975890,2.46
12/26/2024,82.14,60547750,3.87
12/24/2024,82.38,64983260,0.29
12/23/2024,80.69,93819480,-2.05
12/20/2024,80.55,281230800,-0.17
12/19/2024,74.21,99524330,-7.87
12/18/2024,71.51,109643400,-3.64
12/17/2024,74.39,75469390,4.03
12/16/2024,75.75,126099600,1.83
12/13/2024,76.07,76172790,0.42
12/12/2024,73.20,73859670,-3.77
12/11/2024,72.51,89477660,-0.94
12/10/2024,70.89,89672470,-2.23
12/09/2024,72.46,168134800,2.21
12/06/2024,76.34,93640900,5.35
12/05/2024,71.87,66585760,-5.86
12/04/2024,69.85,86284800,-2.81
12/03/2024,70.96,100751400,1.59
12/02/2024,66.39,46404970,-6.44
11/29/2024,67.08,30104050,1.04
11/27/2024,66.05,53839900,-1.54
11/26/2024,65.74,46923570,-0.47
11/25/2024,64.65,80640470,-1.66
11/22/2024,64.35,61381710,-0.46
11/21/2024,61.36,56336740,-4.65
11/20/2024,62.12,59182180,1.24
11/19/2024,62.98,75557820,1.38
11/18/2024,61.26,137877600,-2.73
11/15/2024,65.77,155280400,7.36
11/14/2024,59.18,59968240,-10.02
11/13/2024,60.70,85937360,2.57
11/12/2024,59.85,59061340,-1.40
11/11/2024,60.24,108357800,0.65
11/08/2024,58.39,84124030,-3.07
